Age,Salary,Gender,Location,Property_Type,RAM,Credit_Score,Churn,Marital_Status,Dependents,Employment_Type,Loan_Amount,Internet_Usage,Fraud_Suspected,Approved_Loan
28,70000,Other,Chicago,2BHK,2GB,,Yes,Divorced,2,Unemployed,5000,Very High,No,
40,70000,Female,New York,Studio,,400,Yes,Married,N/A,Salaried,20000,Low,No,
45,90000,Male,,4bhk,8GB,500,Yes,,N/A,Business,Unknown,,No,Yes
28,80000,Male,Chicago,3BHK,,800,Yes,Single,0,Self-Employed,10000,Medium,No,Yes
40,90000,M,Chicago,3BHK,,Excellent,Yes,Divorced,2,,50000,,No,
30,90000,Male,New York,4bhk,16GB,Poor,Yes,Single,3,Self-Employed,150000,,No,
28,60000,Female,Chicago,2BHK,8GB,800,Yes,Divorced,2,,,Medium,No,Yes
30,1500000,Male,Los Angeles,Studio,16GB,Excellent,Yes,,2,Self-Employed,10000,Very High,No,Yes
25,60000,F,Los Angeles,3BHK,32GB,Poor,Yes,Single,N/A,,5000,Very High,No,Yes
40,80000,Male,New York,3BHK,6GB,300,No,Widowed,2,Unemployed,,Very High,No,No
Unknown,70000,Other,Chicago,Studio,32GB,700,Yes,Divorced,,Salaried,150000,High,No,Yes
30,90000,M,Chicago,3BHK,2GB,600,Yes,Widowed,2,Unemployed,10000,Very High,Yes,
40,70000,Male,Chicago,Studio,4GB,300,Yes,Single,,Salaried,10000,Medium,No,
45,90000,,New York,Studio,8GB,600,Yes,Widowed,3,Unemployed,10000,High,No,
40,60000,Male,Chicago,3BHK,4GB,500,Yes,Widowed,N/A,Unemployed,10000,Very High,No,No
40,60000,,Los Angeles,Studio,16GB,400,No,Single,2,Self-Employed,,High,No,Yes
Unknown,70000,Male,New York,4bhk,8GB,600,Yes,,,Business,5000,Medium,No,
30,1500000,F,Los Angeles,1BHK,,800,Yes,Widowed,,,150000,Very High,No,
30,70000,Male,,1BHK,8GB,300,Yes,Widowed,,,Unknown,Low,No,Yes
30,70000,Female,New York,Studio,2GB,,Yes,,1,,20000,Medium,No,
45,1500000,F,New York,Studio,,,Yes,Widowed,0,Salaried,50000,,No,Yes
Unknown,90000,F,Los Angeles,4bhk,4GB,Excellent,Yes,Widowed,3,,150000,,No,Yes
30,80000,F,Chicago,1BHK,8GB,Poor,Yes,Widowed,2,,20000,Medium,No,Yes
,60000,,Los Angeles,1BHK,2GB,700,Yes,Married,1,Self-Employed,20000,,No,Yes
25,60000,Male,New York,3BHK,2GB,600,Yes,,2,Unemployed,50000,Medium,No,
28,1500000,,Chicago,3BHK,,600,Yes,Widowed,2,,150000,Low,Yes,Yes
40,80000,M,Los Angeles,Studio,,,Yes,,N/A,Business,,Medium,No,Yes
28,1500000,Male,New York,1BHK,,400,Yes,Divorced,N/A,,5000,Very High,No,
30,,Male,New York,Studio,32GB,600,Yes,Divorced,N/A,Salaried,50000,Very High,No,Yes
30,80000,Male,Los Angeles,2BHK,8GB,300,Yes,Widowed,1,Salaried,5000,High,No,Yes
25,90000,Male,,Studio,8GB,300,Yes,,2,Salaried,,,No,Yes
40,60000,M,,3BHK,16GB,500,Yes,,0,,20000,,No,No
,90000,F,Chicago,Studio,2GB,,Yes,,3,Self-Employed,5000,Medium,No,Yes
28,70000,,New York,3BHK,8GB,700,Yes,Married,N/A,Business,,,No,
Unknown,70000,F,New York,1BHK,,600,Yes,Divorced,N/A,,,Very High,No,Yes
,1500000,M,Los Angeles,2BHK,32GB,800,No,,2,Self-Employed,Unknown,Low,No,Yes
30,N/A,Male,Chicago,Studio,16GB,300,Yes,,2,Self-Employed,50000,Medium,No,Yes
28,80000,M,Los Angeles,3BHK,4GB,700,Yes,Married,1,,Unknown,,No,
,70000,F,Los Angeles,2BHK,16GB,,Yes,Married,1,,20000,Very High,No,Yes
,90000,Male,Los Angeles,1BHK,2GB,700,Yes,,N/A,Self-Employed,50000,High,No,
Unknown,90000,F,Chicago,3BHK,8GB,Excellent,No,Single,2,Self-Employed,20000,,No,Yes
,60000,Male,New York,3BHK,2GB,Poor,Yes,,0,Self-Employed,Unknown,Low,No,
28,90000,Female,New York,2BHK,6GB,600,Yes,,3,,150000,Low,No,No
30,60000,Male,Los Angeles,3BHK,8GB,700,Yes,Married,2,Self-Employed,,,No,No
25,80000,M,New York,3BHK,,,Yes,Married,2,Salaried,20000,,No,
,,M,New York,1BHK,8GB,Excellent,Yes,,,,50000,Very High,No,Yes
40,1500000,Female,Los Angeles,3BHK,32GB,700,Yes,,1,Salaried,50000,,No,Yes
Unknown,80000,,New York,2BHK,,,Yes,,3,Unemployed,20000,High,No,Yes
45,70000,Male,,3BHK,8GB,Excellent,Yes,Married,N/A,,50000,Very High,No,Yes
45,1500000,F,Los Angeles,1BHK,6GB,,No,,2,Unemployed,,Medium,No,Yes
28,90000,Male,New York,2BHK,16GB,500,Yes,,N/A,Self-Employed,150000,High,No,Yes
40,60000,Other,New York,3BHK,8GB,600,Yes,Widowed,2,Self-Employed,,Very High,No,
25,60000,Female,Los Angeles,3BHK,8GB,500,Yes,Single,N/A,Business,50000,Very High,No,No
25,N/A,Male,New York,3BHK,6GB,600,Yes,Divorced,3,Self-Employed,20000,Low,No,Yes
,90000,,Chicago,3BHK,2GB,800,Yes,Single,1,Unemployed,Unknown,Very High,No,
30,1500000,,Chicago,3BHK,8GB,400,Yes,Widowed,3,Self-Employed,50000,High,No,Yes
,N/A,F,Chicago,4bhk,8GB,700,Yes,Divorced,,,50000,,No,Yes
30,80000,,New York,Studio,8GB,500,Yes,,0,Self-Employed,50000,High,No,
Unknown,80000,Other,Los Angeles,Studio,,600,Yes,Widowed,1,Business,50000,Medium,No,No
35,70000,,Los Angeles,2BHK,32GB,,Yes,,3,Self-Employed,20000,Very High,No,Yes
,N/A,Female,,3BHK,32GB,800,Yes,Married,,Unemployed,Unknown,Very High,No,
,80000,,Chicago,Studio,2GB,800,Yes,Widowed,0,Unemployed,Unknown,Very High,No,Yes
30,70000,F,Los Angeles,1BHK,,800,Yes,Married,,Self-Employed,5000,Very High,No,Yes
,N/A,M,Chicago,4bhk,,300,Yes,Widowed,2,Unemployed,50000,Low,No,No
40,70000,Female,Los Angeles,2BHK,,,Yes,Widowed,2,Unemployed,50000,Low,No,Yes
28,70000,Other,Los Angeles,3BHK,,500,Yes,Married,N/A,Business,5000,,No,Yes
40,1500000,Other,Chicago,2BHK,2GB,600,Yes,Divorced,1,,Unknown,Very High,No,
,90000,,Chicago,4bhk,4GB,400,Yes,Single,2,Business,10000,Medium,No,No
45,90000,M,Los Angeles,2BHK,2GB,400,Yes,,,Salaried,,,No,No
30,80000,Female,,3BHK,8GB,700,Yes,Widowed,1,Business,10000,Very High,No,No
,1500000,,Chicago,4bhk,,Excellent,Yes,,2,Self-Employed,Unknown,Low,No,
,60000,Male,Los Angeles,2BHK,2GB,300,No,Married,N/A,,150000,Medium,No,Yes
Unknown,60000,Female,Chicago,3BHK,4GB,500,Yes,,3,Self-Employed,50000,,No,No
,,F,Los Angeles,2BHK,,Excellent,Yes,Married,N/A,Salaried,10000,Medium,No,
,,Male,New York,Studio,8GB,700,Yes,,0,,20000,Very High,No,Yes
,90000,F,Los Angeles,2BHK,2GB,Excellent,Yes,Single,2,Unemployed,20000,High,No,No
Unknown,70000,,Chicago,3BHK,32GB,,Yes,Single,0,Business,5000,Medium,No,
28,80000,,Chicago,3BHK,8GB,800,Yes,Single,0,Self-Employed,Unknown,Medium,No,Yes
,60000,Other,New York,1BHK,8GB,600,Yes,Single,,Salaried,Unknown,Low,No,No
35,90000,F,New York,2BHK,16GB,Poor,Yes,Single,1,Unemployed,10000,Very High,No,Yes
25,70000,Other,Los Angeles,3BHK,4GB,400,Yes,Single,,Business,50000,Medium,No,
30,90000,F,Chicago,4bhk,8GB,400,Yes,Married,2,Unemployed,Unknown,Very High,No,Yes
28,,Female,New York,2BHK,2GB,700,Yes,Widowed,0,Business,10000,Low,No,
,60000,F,Los Angeles,2BHK,8GB,Excellent,Yes,,3,,10000,Very High,No,Yes
,60000,,New York,4bhk,2GB,,Yes,Single,0,Unemployed,,Low,No,Yes
45,60000,Other,Los Angeles,2BHK,16GB,800,Yes,Married,3,Unemployed,,Low,No,Yes
,90000,Male,Chicago,4bhk,2GB,Excellent,Yes,Married,,Unemployed,Unknown,,No,Yes
30,1500000,Other,Chicago,1BHK,32GB,,Yes,Married,,,10000,Very High,No,Yes
30,70000,Male,Los Angeles,2BHK,,Excellent,Yes,Widowed,1,Salaried,5000,High,No,No
Unknown,,F,,2BHK,32GB,500,Yes,,0,Business,5000,,No,No
40,,Female,Chicago,3BHK,,Excellent,Yes,Widowed,N/A,Unemployed,,Low,No,No
,70000,Male,New York,2BHK,6GB,,Yes,Divorced,,,Unknown,High,No,No
35,,Male,Los Angeles,Studio,32GB,700,Yes,Married,,Salaried,50000,Medium,No,No
30,1500000,Male,Chicago,Studio,16GB,400,Yes,Divorced,1,Business,150000,Medium,Yes,No
Unknown,1500000,Male,New York,Studio,,800,Yes,Single,3,,5000,,No,Yes
28,1500000,Other,Chicago,3BHK,8GB,600,Yes,Single,1,Business,5000,High,Yes,No
40,80000,,,1BHK,,800,Yes,Widowed,0,Unemployed,,Very High,No,No
Unknown,70000,Male,New York,2BHK,8GB,,Yes,,2,Salaried,,High,No,Yes
28,80000,Male,New York,3BHK,,600,Yes,Divorced,2,,Unknown,,No,Yes
Unknown,70000,M,Los Angeles,Studio,,400,Yes,,3,Salaried,,Very High,No,Yes
45,90000,Other,New York,Studio,2GB,300,Yes,Widowed,,Unemployed,20000,Very High,No,Yes
Unknown,90000,,New York,4bhk,16GB,,Yes,Single,3,Salaried,150000,Medium,No,Yes
,60000,Male,Chicago,1BHK,,Poor,Yes,,,Salaried,10000,High,No,Yes
30,80000,Male,Los Angeles,Studio,2GB,Excellent,Yes,,,Self-Employed,5000,Very High,No,Yes
30,1500000,,New York,Studio,32GB,,Yes,Single,2,Salaried,20000,,No,
35,1500000,Male,New York,4bhk,,700,Yes,Divorced,3,Business,50000,Medium,No,Yes
Unknown,90000,Female,Chicago,Studio,8GB,,Yes,Single,1,,20000,Very High,No,
28,N/A,Other,New York,1BHK,8GB,800,Yes,,,Self-Employed,Unknown,High,No,Yes
Unknown,70000,Female,Los Angeles,Studio,,,Yes,Divorced,N/A,,50000,Medium,No,
Unknown,80000,,Chicago,Studio,8GB,Excellent,Yes,Divorced,N/A,,50000,High,No,Yes
Unknown,90000,Other,Chicago,Studio,16GB,300,Yes,Single,1,Unemployed,,High,No,Yes
45,90000,F,Chicago,2BHK,8GB,800,Yes,,N/A,Unemployed,20000,High,No,
30,N/A,,,4bhk,2GB,500,Yes,Widowed,0,Self-Employed,Unknown,Medium,No,No
30,90000,Other,Chicago,1BHK,8GB,300,Yes,,,Unemployed,5000,Very High,No,No
Unknown,1500000,Male,Los Angeles,4bhk,,300,Yes,Married,1,Unemployed,150000,Low,No,No
30,80000,Other,Los Angeles,Studio,8GB,400,Yes,Widowed,3,Unemployed,,Very High,No,Yes
28,1500000,M,New York,Studio,8GB,Poor,Yes,Divorced,,,20000,Medium,No,No
Unknown,90000,Male,Los Angeles,4bhk,6GB,Poor,Yes,Widowed,1,Self-Employed,5000,Low,No,Yes
40,80000,Female,,Studio,16GB,600,Yes,Divorced,2,,20000,Low,No,Yes
30,80000,F,Chicago,1BHK,,500,No,Divorced,3,Business,,Low,No,
Unknown,60000,Female,Los Angeles,3BHK,,400,Yes,Widowed,2,,5000,,No,Yes
30,1500000,M,,Studio,4GB,,Yes,Divorced,,Business,,Medium,No,Yes
35,90000,F,Chicago,2BHK,6GB,,No,Divorced,3,Salaried,20000,,No,Yes
45,N/A,Male,Chicago,4bhk,,,Yes,Married,N/A,Salaried,50000,Low,No,No
Unknown,N/A,Male,,3BHK,16GB,,Yes,,1,Business,150000,,No,No
40,1500000,Male,New York,Studio,2GB,Poor,Yes,,,Business,10000,,No,
28,,,New York,Studio,4GB,600,Yes,Married,0,,150000,Medium,Yes,Yes
25,80000,Male,,2BHK,8GB,800,Yes,Widowed,3,Business,50000,High,No,
45,70000,Male,New York,Studio,32GB,400,Yes,Single,3,Self-Employed,,,No,Yes
45,80000,F,,Studio,,300,Yes,Single,,Salaried,150000,,No,
28,70000,Male,Los Angeles,4bhk,8GB,400,Yes,Single,,Salaried,,Low,No,Yes
,60000,F,New York,3BHK,16GB,600,Yes,Married,2,Business,,Low,No,
28,N/A,M,New York,Studio,8GB,500,Yes,Married,N/A,Unemployed,5000,Low,No,Yes
40,90000,F,Chicago,4bhk,8GB,Excellent,Yes,Divorced,2,Unemployed,Unknown,Very High,Yes,Yes
40,N/A,Male,Chicago,2BHK,6GB,400,Yes,Single,2,Business,,,No,
30,50000,Male,Los Angeles,Studio,32GB,,Yes,Widowed,N/A,Self-Employed,150000,Low,No,No
30,N/A,Male,New York,4bhk,16GB,400,No,Widowed,0,Unemployed,150000,Medium,No,Yes
28,N/A,M,New York,3BHK,32GB,400,Yes,Single,2,Business,150000,Very High,No,Yes
28,,F,Los Angeles,1BHK,,Poor,Yes,Single,2,Self-Employed,50000,High,No,Yes
28,80000,M,Los Angeles,Studio,8GB,Poor,Yes,Single,3,Self-Employed,10000,,No,
25,60000,F,New York,Studio,8GB,,Yes,Married,N/A,,,,No,
28,1500000,Female,Chicago,1BHK,8GB,400,Yes,Married,1,Self-Employed,,Medium,No,Yes
30,1500000,Female,Chicago,Studio,8GB,,Yes,Married,0,Unemployed,,High,No,Yes
40,90000,,Chicago,3BHK,8GB,300,Yes,,0,Unemployed,5000,High,No,
,90000,Male,New York,Studio,16GB,Excellent,Yes,Widowed,N/A,Business,,Very High,No,No
28,60000,M,New York,1BHK,16GB,700,Yes,Widowed,,Business,50000,,No,
25,60000,F,Los Angeles,4bhk,2GB,Excellent,Yes,Divorced,,Self-Employed,20000,Low,No,Yes
,1500000,Male,Los Angeles,Studio,,700,Yes,Married,3,Salaried,Unknown,Medium,No,Yes
30,80000,Other,New York,Studio,8GB,Poor,No,,3,,150000,Medium,No,Yes
Unknown,90000,Other,New York,1BHK,2GB,Excellent,Yes,,N/A,Salaried,,Medium,No,Yes
,N/A,Male,Los Angeles,1BHK,8GB,Poor,Yes,Widowed,3,Self-Employed,5000,Medium,No,
28,70000,,Chicago,3BHK,,700,Yes,Married,0,Self-Employed,50000,Low,No,
28,90000,Male,Chicago,1BHK,32GB,700,Yes,Divorced,0,Salaried,,Low,No,No
28,80000,Male,Los Angeles,2BHK,2GB,Poor,Yes,Married,1,,5000,Very High,No,Yes
Unknown,N/A,F,Los Angeles,Studio,,,Yes,Single,,Salaried,20000,,Yes,No
30,N/A,,Chicago,Studio,8GB,500,Yes,Married,N/A,Business,10000,Low,No,No
,70000,F,Los Angeles,Studio,8GB,400,Yes,Single,2,Unemployed,,Very High,No,No
45,N/A,F,Chicago,Studio,,Poor,Yes,Single,,Business,50000,High,No,Yes
Unknown,,,Los Angeles,Studio,2GB,400,Yes,Divorced,2,Unemployed,5000,,No,
Unknown,80000,F,,1BHK,4GB,400,Yes,Widowed,1,Self-Employed,5000,Low,No,
25,90000,Female,New York,3BHK,32GB,,Yes,Married,1,,,High,No,No
28,60000,Male,,3BHK,32GB,400,Yes,Single,3,Salaried,5000,Very High,No,No
30,N/A,,New York,4bhk,2GB,700,Yes,Married,1,,10000,Low,No,No
25,70000,,Los Angeles,4bhk,16GB,400,Yes,Widowed,1,Salaried,5000,Low,No,Yes
25,70000,Female,Los Angeles,Studio,16GB,Poor,Yes,Widowed,2,Business,150000,High,No,No
40,70000,Male,Los Angeles,2BHK,2GB,Excellent,No,,3,Business,Unknown,Low,No,Yes
Unknown,90000,,New York,1BHK,8GB,Poor,Yes,Widowed,1,Salaried,150000,Medium,No,Yes
Unknown,60000,,Chicago,Studio,8GB,,Yes,Divorced,,,Unknown,Low,No,Yes
30,60000,Male,,1BHK,32GB,800,Yes,Single,1,Salaried,5000,,No,
30,90000,,New York,3BHK,2GB,700,Yes,,3,Self-Employed,,High,No,No
,60000,,New York,3BHK,8GB,400,Yes,Divorced,N/A,Business,Unknown,,No,Yes
45,80000,Other,Chicago,3BHK,2GB,Excellent,Yes,Married,3,Self-Employed,50000,Very High,No,
Unknown,50000,Male,Chicago,3BHK,,500,Yes,Single,2,Business,Unknown,,No,No
,60000,,New York,Studio,8GB,700,Yes,Widowed,N/A,Business,150000,Medium,No,Yes
30,90000,,,4bhk,,Poor,Yes,Single,,Unemployed,5000,Medium,No,
30,90000,Male,New York,2BHK,2GB,,Yes,Married,0,Self-Employed,,,No,
Unknown,,Other,New York,Studio,2GB,700,Yes,,3,Self-Employed,20000,Very High,No,Yes
,90000,M,Los Angeles,4bhk,,Poor,Yes,,2,Unemployed,,Low,No,Yes
40,1500000,Female,New York,2BHK,8GB,400,No,,,,,Medium,No,No
28,60000,F,New York,1BHK,2GB,600,Yes,Widowed,N/A,Self-Employed,,,No,No
30,70000,Male,Los Angeles,2BHK,16GB,300,Yes,Divorced,,Salaried,50000,,No,Yes
40,80000,Male,Los Angeles,Studio,,600,Yes,Divorced,3,Unemployed,10000,,No,Yes
28,60000,Other,Chicago,4bhk,4GB,300,Yes,Single,1,Self-Employed,150000,Low,No,Yes
35,,Male,New York,Studio,4GB,,Yes,Widowed,3,,5000,High,No,Yes
25,80000,M,Chicago,Studio,,Poor,Yes,,0,Self-Employed,10000,Very High,No,
,1500000,,Los Angeles,3BHK,2GB,600,Yes,,3,Business,20000,High,No,No
Unknown,,F,Los Angeles,1BHK,,Poor,Yes,Married,N/A,Salaried,10000,Very High,No,Yes
30,N/A,,Chicago,Studio,32GB,300,Yes,Married,N/A,Unemployed,5000,Very High,No,
Unknown,60000,F,Los Angeles,2BHK,6GB,300,Yes,,3,Business,150000,,No,Yes
28,90000,,New York,Studio,2GB,Excellent,No,,N/A,,150000,Medium,No,Yes
30,1500000,,New York,Studio,,700,Yes,Widowed,1,Business,5000,,No,Yes
,60000,Other,Los Angeles,4bhk,32GB,800,Yes,Divorced,,Business,20000,Low,No,
30,80000,Other,,4bhk,16GB,600,Yes,Married,3,,5000,Very High,No,No
30,N/A,M,,Studio,8GB,700,Yes,Divorced,1,Business,20000,Medium,No,Yes
28,60000,M,New York,3BHK,8GB,Poor,Yes,Widowed,,Unemployed,20000,Very High,No,Yes
30,50000,Other,New York,2BHK,2GB,600,Yes,,,Self-Employed,5000,Very High,No,No
30,80000,F,Los Angeles,3BHK,32GB,300,Yes,Divorced,1,Business,Unknown,,No,No
35,70000,F,New York,2BHK,,Poor,Yes,,2,Unemployed,150000,Medium,No,
Unknown,1500000,Male,Los Angeles,Studio,2GB,,Yes,,3,Self-Employed,20000,Medium,No,
28,60000,Other,New York,3BHK,8GB,300,Yes,Single,,Self-Employed,5000,Very High,No,Yes
30,1500000,F,Los Angeles,4bhk,16GB,700,Yes,Divorced,,Business,Unknown,Medium,No,Yes
Unknown,70000,Male,New York,2BHK,2GB,500,Yes,Divorced,N/A,Unemployed,150000,Medium,No,
35,80000,,New York,3BHK,4GB,,Yes,,,Business,20000,,No,
28,90000,Female,New York,3BHK,2GB,,Yes,Widowed,1,,150000,High,No,Yes
,90000,M,Los Angeles,Studio,2GB,Excellent,Yes,Single,,Self-Employed,Unknown,Low,No,No
Unknown,60000,,Chicago,2BHK,2GB,400,Yes,,2,Business,150000,High,No,
,70000,,New York,Studio,8GB,Excellent,No,Married,3,Self-Employed,50000,Medium,No,Yes
Unknown,1500000,Female,Chicago,4bhk,32GB,Excellent,Yes,Married,3,Unemployed,,Very High,No,No
30,70000,F,Chicago,4bhk,6GB,Poor,Yes,Single,,Salaried,50000,Low,No,
25,70000,M,Los Angeles,Studio,16GB,600,Yes,Widowed,0,Business,Unknown,Low,No,
45,90000,Male,Chicago,1BHK,2GB,800,Yes,,0,Business,20000,Very High,No,No
40,90000,,,Studio,2GB,,Yes,Divorced,1,Self-Employed,5000,Low,No,
30,80000,Female,,3BHK,32GB,Poor,Yes,Single,0,Unemployed,10000,Very High,No,Yes
,70000,F,New York,2BHK,,700,Yes,Widowed,1,,5000,Low,No,Yes
28,N/A,M,New York,3BHK,,700,Yes,Divorced,N/A,Unemployed,150000,High,No,Yes
40,50000,M,Los Angeles,2BHK,,300,Yes,Married,1,Business,10000,Low,No,
,90000,,Los Angeles,2BHK,16GB,500,No,Married,0,,10000,,No,Yes
,70000,Male,New York,2BHK,8GB,Excellent,Yes,Divorced,,Unemployed,150000,Very High,No,
,N/A,F,New York,Studio,2GB,600,Yes,Single,N/A,Salaried,150000,Low,No,Yes
Unknown,,Female,New York,1BHK,,800,Yes,Married,0,Self-Employed,20000,Very High,No,No
28,60000,F,New York,4bhk,,300,Yes,,1,Unemployed,Unknown,,No,
40,,Male,Chicago,Studio,4GB,300,Yes,Divorced,2,Unemployed,5000,Low,No,Yes
Unknown,60000,,New York,Studio,16GB,600,Yes,Divorced,3,Salaried,Unknown,Low,No,
40,1500000,,Los Angeles,3BHK,8GB,,Yes,Married,0,Business,50000,,No,No
,1500000,Male,Chicago,Studio,8GB,Excellent,Yes,Single,1,Self-Employed,20000,,No,Yes
Unknown,70000,M,Los Angeles,2BHK,8GB,Poor,Yes,,N/A,Unemployed,20000,,No,No
30,N/A,Male,New York,3BHK,2GB,300,Yes,Single,0,,50000,Very High,No,Yes
,70000,,Chicago,2BHK,4GB,700,Yes,Widowed,0,Unemployed,5000,,No,
40,1500000,F,Chicago,Studio,6GB,Poor,Yes,Widowed,3,Self-Employed,,Very High,No,
45,70000,,Los Angeles,2BHK,4GB,300,Yes,Married,1,Unemployed,50000,High,No,
Unknown,80000,,New York,2BHK,,400,No,Married,2,Salaried,5000,Low,No,Yes
,1500000,Male,Los Angeles,3BHK,2GB,,Yes,Married,N/A,Unemployed,10000,Low,No,
,,Male,Chicago,Studio,16GB,700,Yes,Widowed,1,Unemployed,150000,Medium,No,
28,80000,Male,Los Angeles,1BHK,4GB,,Yes,Single,N/A,,20000,High,No,
,N/A,,Chicago,3BHK,8GB,700,Yes,Single,0,Salaried,5000,,No,Yes
40,1500000,,Chicago,Studio,2GB,700,Yes,Married,3,Salaried,Unknown,,No,Yes
30,60000,,,3BHK,2GB,700,Yes,,3,Unemployed,150000,High,No,Yes
25,70000,,Los Angeles,3BHK,2GB,Poor,Yes,Single,,,Unknown,,No,Yes
30,,Male,Los Angeles,4bhk,6GB,500,Yes,Widowed,2,Unemployed,150000,Medium,No,
,90000,Male,Los Angeles,3BHK,2GB,,Yes,Divorced,3,Unemployed,20000,Very High,No,
35,1500000,F,Chicago,Studio,2GB,500,Yes,Divorced,0,Self-Employed,50000,Low,No,No
28,90000,Other,Los Angeles,3BHK,8GB,700,Yes,Divorced,2,Self-Employed,,High,No,Yes
30,1500000,,Chicago,3BHK,8GB,700,Yes,,1,,50000,Low,No,Yes
30,60000,Female,Los Angeles,4bhk,16GB,,Yes,Married,3,Business,5000,Very High,No,
30,90000,Male,New York,1BHK,8GB,400,Yes,Widowed,2,Self-Employed,50000,High,No,Yes
30,60000,F,Los Angeles,Studio,,400,Yes,,0,Business,20000,Very High,No,
30,,Female,Chicago,Studio,8GB,300,No,Widowed,,Salaried,5000,,No,No
,1500000,Other,New York,3BHK,8GB,400,Yes,Widowed,N/A,Self-Employed,10000,,No,
45,1500000,Female,Los Angeles,4bhk,6GB,Poor,Yes,Married,N/A,Self-Employed,50000,,No,Yes
45,1500000,Other,,1BHK,,700,Yes,Divorced,0,,50000,Very High,No,
40,80000,Female,,1BHK,,300,No,Married,0,Business,,Very High,No,
Unknown,60000,Male,,3BHK,8GB,400,Yes,,N/A,Self-Employed,5000,Very High,No,Yes
30,70000,Other,New York,Studio,,700,Yes,,,Self-Employed,Unknown,Low,No,Yes
Unknown,90000,Other,,1BHK,,700,Yes,,2,,50000,Very High,No,Yes
28,80000,Male,Chicago,1BHK,6GB,600,Yes,Married,N/A,,20000,,No,
30,90000,Male,Chicago,Studio,8GB,600,Yes,Widowed,0,Business,50000,Medium,No,
,60000,M,New York,3BHK,8GB,400,Yes,Widowed,3,Salaried,,Very High,No,
28,70000,,Los Angeles,1BHK,,,Yes,Single,1,Salaried,10000,Medium,No,
Unknown,80000,,Los Angeles,3BHK,8GB,400,Yes,,,Unemployed,,,No,
45,90000,Other,New York,1BHK,16GB,,Yes,Widowed,,Self-Employed,50000,Very High,No,
40,70000,Female,Los Angeles,1BHK,2GB,Poor,Yes,Single,3,Business,Unknown,Low,No,No
30,90000,M,Los Angeles,Studio,2GB,700,Yes,Widowed,3,Self-Employed,150000,Low,No,Yes
,N/A,,Chicago,2BHK,,,Yes,,0,Business,50000,Medium,No,Yes
28,N/A,Male,New York,1BHK,6GB,700,Yes,Divorced,N/A,Business,5000,Low,No,No
30,N/A,Female,,3BHK,8GB,600,Yes,,2,Business,50000,Low,No,
45,70000,Male,New York,1BHK,2GB,400,Yes,Married,,Self-Employed,Unknown,Low,No,Yes
45,N/A,,New York,3BHK,2GB,700,Yes,Widowed,,,5000,,No,Yes
Unknown,80000,,New York,4bhk,32GB,300,Yes,Widowed,3,Self-Employed,20000,Low,No,
Unknown,90000,Male,Los Angeles,4bhk,32GB,700,Yes,Married,N/A,Business,5000,High,No,Yes
Unknown,90000,Male,,4bhk,,500,Yes,Married,,Unemployed,,Very High,No,
Unknown,1500000,,Chicago,2BHK,2GB,700,Yes,Divorced,2,Salaried,10000,Low,No,Yes
28,90000,,Chicago,Studio,4GB,700,No,Widowed,3,Business,,Low,No,Yes
,90000,,Chicago,3BHK,16GB,400,No,Widowed,2,Unemployed,150000,Low,No,
,90000,Other,Chicago,2BHK,,300,Yes,Divorced,N/A,,5000,High,No,
Unknown,60000,,New York,3BHK,16GB,,No,Single,,Business,20000,Low,No,No
,80000,Male,New York,Studio,32GB,,Yes,Divorced,1,Unemployed,50000,Low,No,Yes
Unknown,70000,Female,New York,3BHK,6GB,Poor,Yes,,,Business,5000,Very High,No,Yes
45,N/A,,Los Angeles,3BHK,,Poor,Yes,Widowed,N/A,Self-Employed,,High,No,Yes
35,1500000,M,Los Angeles,Studio,,700,Yes,Married,,Unemployed,5000,High,No,
28,90000,,New York,Studio,2GB,,Yes,,,Self-Employed,5000,Low,No,Yes
30,,Male,Los Angeles,3BHK,8GB,Poor,Yes,Widowed,0,Self-Employed,5000,High,No,Yes
Unknown,70000,Male,New York,Studio,2GB,500,Yes,Divorced,,Unemployed,20000,Medium,No,No
40,60000,Female,Los Angeles,Studio,6GB,700,No,,,Salaried,Unknown,High,Yes,
30,80000,Male,Chicago,3BHK,32GB,800,Yes,Widowed,2,Unemployed,Unknown,High,No,Yes
,60000,Other,Los Angeles,3BHK,2GB,700,Yes,Single,1,Salaried,5000,High,No,
28,1500000,Other,,Studio,4GB,,Yes,Single,2,Business,20000,,No,
Unknown,90000,Other,Chicago,3BHK,,600,Yes,Married,2,Business,20000,,No,No
,60000,M,Chicago,4bhk,,700,Yes,Widowed,3,Unemployed,150000,,No,
45,60000,,New York,Studio,,700,Yes,Single,0,Business,5000,High,No,Yes
30,60000,Male,Chicago,2BHK,4GB,400,Yes,Divorced,2,,,Medium,No,Yes
Unknown,1500000,,Chicago,1BHK,8GB,,Yes,Widowed,N/A,Self-Employed,,High,No,No
,90000,F,New York,4bhk,8GB,Poor,Yes,Divorced,N/A,Self-Employed,10000,Low,No,No
28,60000,Female,Chicago,4bhk,,700,Yes,Divorced,,Salaried,5000,Medium,No,
30,1500000,Male,Los Angeles,Studio,16GB,,Yes,Single,3,Business,10000,,No,
28,90000,,New York,4bhk,,600,Yes,Widowed,0,Salaried,,Very High,No,Yes
45,70000,,Chicago,3BHK,2GB,600,Yes,,0,Self-Employed,,Medium,No,No
,1500000,Male,Chicago,1BHK,,500,Yes,Single,,Self-Employed,5000,,No,
